Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link
Russia needs to protect itself,The West is provoking a war with Russia ,"Washington warns Moscow not to respond to US military incursions. And most importantly, don't invade Ukraine, which was part of historical Russia and the Soviet Union until the Soviet Union collapsed after the US-led coup in Kyiv created a Western-oriented Ukraine. Today, Ukraine is ruled by a former TV comedian whose career is financed by shady oligarchs and Western circles. ",5/1/2022,Italy,Controinformazione,https://www.controinformazione.info/crocevia-pericoloso-preparano-una-guerra-nucleare-in-ucraina/
Ukraine is a failed state,Ukraine's economy and political institutions barely function,"Ukraine is an economic black hole with massive industrial pollution, titanic debt, rampant theft and bewildering corruption.",5/1/2022,Italy,Controinformazione,https://www.controinformazione.info/crocevia-pericoloso-preparano-una-guerra-nucleare-in-ucraina/
Ukraine is a failed state,"Historically, Ukraine is a part of Russia","What is the point in NATO if the Warsaw Pact was terminated many years ago? What is the point of supporting Ukraine, which is culturally and historically a part of Russia, which has long since turned into a bottomless corrupt barrel?",8/1/2022,Italy,Controinformazione,https://www.controinformazione.info/wsj-gli-usa-sono-pronti-a-sacrificare-lucraina-per-il-bene-dellimmagine-di-una-superpotenza/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"US War Lobby Fuels Conflict In Russia, Ukraine And Syria: Former Pentagon Adviser.",8/1/2022,Italy,Greenpass.news,https://greenpass.news/la-lobby-bellica-statunitense-alimenta-il-conflitto-in-Russia-ucraina-e-siria-ex-consigliere-del-pentagono/
Ukraine is conducting an aggressive policy,Ukraine escalates the conflict in Donbas,Donbas: Ukrainian militias station armored war machines in residential areas,9/1/2022,Germany,Newsfront,https://de.news-front.info/2022/01/09/donbass-ukrainische-milizen-stationieren-gepanzerte-kriegsgerate-in-wohngebieten/
Nord Stream-2 ,Delays in the Nord Stream 2 cause crisis in EU ,"Melnyk did not clarify what Germany would gain from rejection of Nord Stream 2, which depends on natural gas for more than a quarter of its total energy consumption and which has found itself with growing demand for clean fossil fuels after reducing dependence on coal and nuclear energy, especially in the cold winter facing Europe.",10/1/2022,Italy,SNA.IT,https://it.sputniknews.com/20220110/ucraina-chiede-a-germania-misure-punitive-preventive-contro-Russia-per-far-saltare-nord-stream-2-14559936.html
Ukraine is a failed state,Ukraine is a failed state,"Ukrainian statehood is in danger of disappearing. If the Kyiv regime does not immediately take measures to preserve it, there will be no independence.",10/1/2022,Germany,Newsfront,https://de.news-front.info/2022/01/10/politischer-analyst-bortnik-sagt-den-baldigen-verlust-der-staatlichkeit-der-ukraine-voraus/
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,"America, as it has done so many times before, is betting on coups, trying to unbalance Russia and China, but fails for decades.",11/1/2022,Germany,SNA.DE,https://snanews.de/20220111/gus-land-staat-expertenmeinungen-4971942.html
Russia needs to protect itself,"NATO has promised Russia not to expand, but has now betrayed its promise",Le Pen called on NATO to fulfill its obligations to Russia. Russia has historically been given promises that NATO would not station any military forces near Russia's borders.,12/1/2022,Germany,SNA.DE,https://snanews.de/20220112/le-pen-ruft-nato-zu-einhaltung-von-verpflichtungen-gegenueber-russland-auf-4982577.html
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"Russian Ambassador in the United States Anatoly Antonov urged senior US officials to refrain from aggressive and accusatory rhetoric against Moscow. It's time to abandon the policy of encouraging fascist scumbags roaming Kyiv. History does not forgive mistakes. Russia has nowhere to retreat. NATO has come to the borders of Russia and is trying to dominate not only on land, but also at sea and in the air.",12/1/2022,Germany,SNA.DE,https://snanews.de/20220112/sicherheitsgespraeche-moskau-aufruf-usa-verzicht-auf-aggressive-rhetorik-4975299.html
Maidan in 2014 was a coup d'état,"Maidan was organised or supported by other countries or foreigners, in particular to remove the ruling class close to Russia and replace it with the usual pro-Western puppets",Vladimir Putin likened the events to the Western-backed Maidan coup in Ukraine in 2014.,13/01/2022,Germany,RT.DE,https://de.rt.com/international/129803-geschehnisse-in-kasachstan-usa/
Russia needs to protect itself,"NATO has promised Russia not to expand, but has now betrayed its promise",Russia has every right to say what the West refuses to acknowledge: the deployment of an overwhelming military alliance near Russia's borders objectively poses a threat to Russia's national security. I would like to see what the US will say about the freedom to join any association if Mexico decides to join the CSTO.,13/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220113/posizioni-Russia-e-nato-inconciliabili-ma-dialogueo-ripartito-14596029.html
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"POLAND HAS ANNOUNCED THE ""DIABOLICAL"" PLAN OF THE USA AND NATO AGAINST Russia AND UKRAINE...A truly diabolical plan involves creating a situation in which representatives of the Russian and Ukrainian peoples, who have common religious, cultural and in many ways ethnic roots, will kill each other in a full-scale conflict",13/01/2022,Italy,Controinformazione,https://www.controinformazione.info/la-polonia-ha-annunciato-il-piano-diabolico-di-usa-e-nato-contro-Russia-e-ucraina/
Russia is not an agressor towards Ukraine,Russia is not involved in the war in Ukraine,"Kyiv launched a military operation against the Donbas when its inhabitants did not accept the results of the change of power in 2014. In the situation that has arisen, the Ukrainian authorities blame Moscow, which has repeatedly stressed that it is not part of the Ukrainian interior conflict.",13/01/2022,Italy,Controinformazione,https://www.controinformazione.info/ryabkov-ha-annunciato-possibili-provocazioni-da-parte-dellucraina/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Kyiv launched a military operation against the Donbas when its inhabitants did not accept the results of the change of power in 2014. In the situation that has arisen, the Ukrainian authorities blame Moscow, which has repeatedly stressed that it is not part of the Ukrainian interior conflict.",13/01/2022,Italy,Controinformazione,https://www.controinformazione.info/ryabkov-ha-annunciato-possibili-provocazioni-da-parte-dellucraina/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","The European Union bears a very serious responsibility in the Ukrainian crisis. In 2013-2014 it did not maintain a balanced position, where it was an internal Ukrainian conflict, while supporting one of the two sides, it no longer has a mediator position.",13/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220113/posizioni-Russia-e-nato-inconciliabili-ma-dialogueo-ripartito-14596029.html
Maidan in 2014 was a coup d'état,"Maidan was organised or supported by other countries or foreigners, in particular to remove the ruling class close to Russia and replace it with the usual pro-Western puppets","As a result of the massacre on the Maidan, about 130 people were killed, including about 18 police officers. At that moment, it became clear that the West was fomenting another color revolution, always with NATO at its back. NATO's goal was to establish one or more bases in Ukraine, the closer to Moscow the better.",14/01/2022,Germany,Uncutnews,https://uncutnews.ch/kasachstan-die-neue-grenze-der-nato-versuchter-staatsstreich-geschichte-und-analyse-der-farbrevolutionen/
Maidan in 2014 was a coup d'état,Nazi coup d'état,"Since the Maidan coup in February 2014, in which worshipers of Nazi collaborator Stepan Bandera toppled Ukraine's democratically elected pro-Russian leader Viktor Yanukovych.",14/01/2022,Germany,Linkezeitung.de,https://linkezeitung.de/2022/01/14/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,"Since the Maidan coup in February 2014, in which worshipers of Nazi collaborator Stepan Bandera toppled Ukraine's democratically elected pro-Russian leader Viktor Yanukovych.",14/01/2022,Germany,Linkezeitung.de,https://linkezeitung.de/2022/01/14/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"According to a new media report, in a possible future military conflict between Russia and Ukraine, Ukraine could not withstand a full-blown Russian attack. Therefore, paramilitaries are trained by the US CIA to ""kill Russians"" in the event of a conflict.",14/01/2022,Germany,RT.DE,https://de.rt.com/international/129953-cia-geschulte-ukrainische-paramilitars-konnten/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"Certainly, the fact that Crimea has become Russian and that NATO has not gained access to the modern Black Sea port in Sevastopol should annoy the USA. But that wasn't crucial. The ultimate goal was to permanently separate Ukraine and Russia. That's what geostrategists in the US have been saying since the end of the Soviet Union, because Ukraine and Russia would be stronger together, but a separation of the countries and a conflict between them would weaken both countries. And that's what the US is about: a weakening of Russia.",14/01/2022,Germany,Newsfront,https://de.news-front.info/2022/01/14/die-usa-bereiten-rebellen-vor-ein-geheimes-cia-programm-lehrte-die-ukrainer-russen-zu-toten/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"As a result of the massacre on the Maidan, about 130 people were killed, including about 18 police officers. At that moment, it became clear that the West was fomenting another color revolution, always with NATO at its back. NATO's goal was to establish one or more bases in Ukraine, the closer to Moscow the better.",14/01/2022,Germany,Uncutnews,https://uncutnews.ch/kasachstan-die-neue-grenze-der-nato-versuchter-staatsstreich-geschichte-und-analyse-der-farbrevolutionen/
Maidan in 2014 was a coup d'état,Maidan led to the separation of Donetsk and Luhansk and civil war in the region,Because of the Maidan coup and the thousands of dead that followed.,15/01/2022,Germany,RT.DE,https://de.rt.com/meinung/129862-lebkuchenhexe-im-weissen-haus/
Nord Stream-2 ,Delays in the Nord Stream 2 cause crisis in EU ,"The launch of Nord Stream 2 itself is not critical. It is important when and how it will be put into operation. If this process slows down for a year, a year and a half, two, with the current jump in gas prices, the European economy will begin to crumble.",15/01/2022,Italy,Controinformazione.info,https://www.controinformazione.info/leuropa-passa-sotto-il-totale-controllo-di-washington-grazie-alla-crisi-ucraina/
Nord Stream-2 ,Delays in the Nord Stream 2 cause crisis in EU ,"So there we are, we poor Germans, would like to have a warm apartment in winter and electricity that is as reliable as it is affordable, and not only have the Greens on our hands, who want to drive up CO2 taxes even further instead of because of them of the high prices, as in neighboring France. No, behind it is the witch of the Maidan, waiting to freeze us in US interests.....",15/01/2022,Germany,RT.DE,https://de.rt.com/meinung/129862-lebkuchenhexe-im-weissen-haus/
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,"The West and Ukraine accuse Russia of ""plans of aggression,"" which Moscow firmly denies. Russia does not threaten anyone and does not want to attack anyone. Statements about an alleged imminent invasion of Ukraine would be misused by NATO to move more military equipment in the immediate vicinity of Russian borders, Moscow said.",15/01/2022,Germany,SNA.DE,https://snanews.de/20220115/britische-aussenministerin-russland-desinformationskampagne-ukraine-5020241.html
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,Washington can force Kyiv to armed provocations,15/01/2022,Germany,Newsfront,https://de.news-front.info/2022/01/15/washington-kann-kiew-zu-bewaffneten-provokationen-zwingen-schapowalow/
Russia needs to protect itself,"Russia needs to protect ""LDPR"" citizens","Even if you add the self-defense forces of the two people's republics, there are currently barely 50,000 against the Ukrainian army: the Russian staff is therefore planning an obviously defensive scenario.",15/01/2022,Germany,RT.DE,https://de.rt.com/international/129921-russland-soll-truppen-abziehen-aus/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine as a instrument against Russia,"There may well be people sitting in their comfortable offices in Washington, London and Warsaw, dreaming bloody dreams of fighting Russia - happily descending to the very last Ukrainian.",15/01/2022,Germany,RT.DE,https://de.rt.com/international/129840-tatsachen-schaffen-ukraine-mit-kriegshilfen-nato-plus-status-verhandlungsmasse-aufblahen/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","Nuland is about the last person on this planet who should be talking about ""Russian aggression against Ukraine."" After all, it was the puppets she installed that paved the way towards civil war. ",15/01/2022,Germany,RT.DE,https://de.rt.com/meinung/129862-lebkuchenhexe-im-weissen-haus/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,More and more signs of Ukrainian war preparations are being reported from the east of the country...,15/01/2022,Germany,RT.DE,https://de.rt.com/europa/130284-kriegsvorbereitungen-ukraine-verlegt-britische-waffen-in-den-donbass/
Maidan in 2014 was a coup d'état,"Maidan was organised or supported by other countries or foreigners, in particular to remove the ruling class close to Russia and replace it with the usual pro-Western puppets","Russia's actions in Crimea and the Donbas region, where Moscow supports ethnic Russian separatists, can be traced back to the so-called ""Maidan revolution"".This US-EU-backed insurgency toppled Ukraine's duly elected President Viktor Yanukovych and replaced him with a more Washington-friendly government.",16/01/2022,Germany,RT.DE,https://de.rt.com/meinung/130030-anthony-blinkens-bornierte-vision-von-russland/
Maidan in 2014 was a coup d'état,Maidan was organised to destabilize Russia,"Since the 2014 coup, Ukraine has always been a convenient tool for the West to provoke against Russia, which could be kept sharp with military aid.",16/01/2022,Germany,RT.DE,https://de.rt.com/international/129840-tatsachen-schaffen-ukraine-mit-kriegshilfen-nato-plus-status-verhandlungsmasse-aufblahen/
Russia needs to protect itself,NATO increase presense in Ukraine,"We are witnessing a gradual NATO invasion in Ukraine with its infrastructure, instructors, stocks of defensive and offensive weapons, training of the Ukrainian military, and the like.",16/01/2022,Germany,SNA.DE,https://snanews.de/20220116/peskow-nato-keine-friedenstaube-5029037.html
Russia needs to protect itself,NATO increase presense in Ukraine,Kremlin spokesman: Russia is monitoring the gradual NATO invasion of Ukraine,16/01/2022,Germany,Newsfront,https://de.news-front.info/2022/01/16/kremlsprecher-russland-beobachtet-die-schrittweise-nato-invasion-in-die-ukraine/
Russia needs to protect itself,"Russia needs to protect ""LDPR"" citizens","This statement by Peskov is interpreted with the likelihood that Russia will decide to continue the deployment of Russian troops in the Donbas in response to the provocations of NATO and Ukraine. And this despite the fact that at the same time, as Vladimir Putin's press officer pointed out, all the arguments about Russia's allegedly impending attack on Ukraine are false, although the Russian side intends to ensure the protection of Russian citizens in the DPR and LPR.",16/01/2022,Italy,Controinformazione,https://www.controinformazione.info/troppa-tensione-al-confine-afferma-peskov-commentando-la-situazione-in-ucraina/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,The United States is planning a guerrilla war: Ukraine should become a second Afghanistan for Russia,16/01/2022,Germany,RT.DE,https://de.rt.com/international/130020-usa-planen-guerilla-krieg-in-ukraine/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine as a instrument against Russia,"Since the 2014 coup, Ukraine has always been a convenient tool for the West for provoking Russia, which could be kept sharp with military aid. So the same people now made it a bargaining chip in the light of the negotiations with Russia on mutual security guarantees.
According to him, the United States is using Ukrainian President Zelensky to escalate the situation. However, the main goal of Washington is not the fate of the former Soviet republic, but the escalation of tension around Russia",16/01/2022,Germany,RT.DE,https://de.rt.com/international/129840-tatsachen-schaffen-ukraine-mit-kriegshilfen-nato-plus-status-verhandlungsmasse-aufblahen/
Russians are discriminated in Ukraine,There is a discrimination of Russians in Ukraine,"Starting today, new norms of language law come into force in Ukraine, which discriminate against the rights of Russian-speaking citizens and representatives of other national language law communitie.",16/01/2022,Germany,Gaming Deputy,https://www.gamingdeputy.com/gr/die-werchowna-rada-kuendigte-eine-diskriminierung-der-russischsprachigen-bevoelkerung-an/
Maidan in 2014 was a coup d'état,Nazi coup d'état,"Since the Maidan coup in February 2014, in which worshipers of Nazi collaborator Stepan Bandera toppled Ukraine's democratically elected pro-Russian leader Viktor Yanukovych, the US has provided $2.5 billion in military aid to Ukrainians,  with 450 of it in 2021 alone million dollars.  (Since 2014, the EU has provided Kyiv  with 17 billion euros   !)",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
Nord Stream-2 ,Ukrainian gas pipeline is worn out,"Ukraine loses the role of a transit country due to the old pipelines on the mainland and feels disadvantaged. However, it was Ukraine that years ago prevented modernization of this transit line by the same consortium that later built Nord Stream 1 and 2 as a way out.",17/01/2022,Germany,RT.DE,https://de.rt.com/inland/130045-baerbock-auf-schwieriger-mission-in/
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,Japan threatens to become a NATO deployment area like Ukraine,17/01/2022,Germany,Uncutnews,https://uncutnews.ch/japan-droht-zum-nato-aufmarschgebiet-nach-dem-vorbild-der-ukraine-zu-werden/
Russia needs to protect itself,NATO is making provocations and expansioning to Russia's borders,Whoever keeps pushing NATO closer to Russia's borders and arming Ukraine en masse against Russia shouldn't complain now if Russia deploys soldiers in Cuba and Venezuela…. German government's blindness to Ukraine's violations of the Minsk agreements and harsh criticism of Russia created the impression that double standards were being applied here.,17/01/2022,Germany,SNA.DE,https://snanews.de/20220117/dagdelen-linke-nato-russland-5036783.html
The West controls Ukraine and uses it to its advantage,Ukraine has become an unofficial NATO military base,"Japan threatens to become a NATO deployment area like Ukraine...If Kishida continues down this path, he risks turning Japan into a NATO railroad yard, used to challenge and anger Russia with no benefit or benefit, just negative repercussions, similar to what happened with Ukraine, Lithuania and Georgia happened.",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/japan-droht-zum-nato-aufmarschgebiet-nach-dem-vorbild-der-ukraine-zu-werden/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"The US and Ukraine are secretly preparing for an all-out war, while spreading propaganda to create the impression that Russia is the aggressor. Ukrainian neo-Nazi officials plan false chemical attack to present Putin as pretext for declaring war.",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"USA and Ukraine continue preparations for attack on Donbas republics. In early December, the water of the Severdonetsk River, which supplies all major cities of the Donetsk People's Republic (DPR) in eastern Ukraine (as well as the major cities of Donetsk Oblast under Ukrainian control) with more than 90% of the city's tap water. —was contaminated   by chemical and biological warfare agents   from sources in Kharkov and Slavyansk.",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"At the same time, the government in Kyiv has strengthened its troops on the internal ""front line"" in Donbas. NATO troops are also involved in this concentration of troops, in complete contradiction to the provisions of the Minsk agreements, which are binding under international law and require the withdrawal of all foreign troops.",17/01/2022,Germany,RT.DE,https://de.rt.com/inland/130045-baerbock-auf-schwieriger-mission-in/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,The US and Ukraine are secretly preparing for all-out war while conducting propaganda to make it appear that Russia is the aggressor. ,17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
Russians are discriminated in Ukraine,There is an oppression of Russian language in Ukraine,"The Ukrainian opposition party ""Opposition Platform - For Life"" believes that the transition of Russian-language print media to the Ukrainian language will lead to discrimination and oppression of Russian-speaking citizens.",17/01/2022,Germany,Newsfront,https://de.news-front.info/2022/01/17/ukraine-wird-die-russischsprachige-bevolkerung-unterdruckt-opposition-des-landes/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"It should be remembered that the Ukrainian SOFs have repeatedly committed terrorist attacks and sabotage on the territory of Donbas. Moreover, the official Kyiv did not hide it, on the contrary it boasted. Not long ago, current President Volodymyr Zelensky admitted committing such operations, and his predecessor Petro Poroshenko generally claimed that he personally ""ordered and authorized dozens of operations to eliminate Ukraine's invaders and enemies."" Therefore, the CIA-trained Ukrainian saboteurs are capable of any terrorist attack. This means that it is necessary to respond with triple vigilance to the provocation scenarios expressed in the White House, not perceiving them only as another anti-Russian bluff.Behind those could be truly dire plans to drag Russia into the Ukrainian conflict.",17/01/2022,Italy,Controinformazione,https://www.controinformazione.info/la-stessa-ucraina-non-crede-in-uninvasione-russa-ma-la-cia-ha-altri-piani/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"USA and Ukraine continue preparations for attack on Donbas republics. In early December, the water of the Severdonetsk River, which supplies all major cities of the Donetsk People's Republic (DPR) in eastern Ukraine (as well as the major cities of Donetsk Oblast under Ukrainian control) with more than 90% of the city's tap water. —was contaminated   by chemical and biological warfare agents   from sources in Kharkov and Slavyansk.",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"The Ukrainian authorities have planned a large-scale provocation on the territory of Donbas. War crimes are normal for the security forces of Ukraine and the top leadership of Ukraine wants to hang on the ""Russian aggressors"" in the implementation of geopolitical goals to please Western overseers.",17/01/2022,Germany,Newsfront,https://de.news-front.info/2022/01/17/ethnische-sauberung-im-donbass-kiew-bereitet-republiken-auf-kroatischen-sturm-vor/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"The US and Ukraine are secretly preparing for an all-out war, while spreading propaganda to create the impression that Russia is the aggressor. Ukrainian neo-Nazi officials plan false chemical attack to present Putin as pretext for declaring war",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
Ukraine is conducting an aggressive policy,Ukraine prepares\conducts provocations in Donbas,"The US and Ukraine are secretly preparing for an all-out war, while spreading propaganda to create the impression that Russia is the aggressor. Ukrainian neo-Nazi officials plan false chemical attack to present Putin as pretext for declaring war",17/01/2022,Germany,Uncutnews,https://uncutnews.ch/erwarten-sie-bald-eine-eskalation-des-konflikts-im-donbass-und-in-der-ukraine-sagt-ein-auslandskorrespondent/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"Russia's ambassador to the United States, Anatoly Antonov, called NATO a ""remnant of the Cold War"" and criticized the alliance's eastward expansion as a violation of the principle of the indivisibility of security in Europe.",18/01/2022,Germany,SNA.DE,https://snanews.de/20220108/ueberbleibsel-krieg-botschafter-nato-4930780.html
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,The annexation of Ukraine by NATO is contrary to the founding treaty itself,19/01/2022,Italy,vietatoparlare.it,https://www.vietatoparlare.it/lannessione-dellucraina-da-parte-della-nato-e-contraria-allo-stesso-trattato-istitutivo/
Nord Stream-2 ,Delays in the Nord Stream 2 cause crisis in EU ,"""In the German interest"" - Schwesig insists on early certification of Nord Stream 2",20/01/2022,Germany,SNA.DE,https://snanews.de/20220120/im-deutschen-interesse-schwesig-baldige-zertifizierung-nord-stream-2-5079395.html
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"The extent to which Western appeals to Moscow to ensure de-escalation on its own may appear credible against the background of arms deliveries to Ukraine from NATO countries, the training of Ukrainian soldiers by Western trainers and the strengthening of Ukraine's military structures and capabilities by NATO countries appear more than doubtful. ",20/01/2022,Germany,RT.DE,https://de.rt.com/international/130269-baerbock-und-blinken-zuendeln-weiter/
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,And the Crimean crisis is a direct result of this US (and EU) sponsored regime change in Ukraine,21/01/2022,Germany,Report24,https://report24.news/geheimes-trainingsprogramm-bildet-die-cia-ukrainer-aus-um-russen-zu-toeten/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine as a instrument against Russia,Washington has decided to increase the push for war against Russia by using Ukraine by proxy and by using a twisted narrative about Russian aggression and invasion.,22/01/2022,Italy,Controinformazione,https://www.controinformazione.info/i-veri-obiettivi-di-washington-in-ucraina/
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,"The Crimean peninsula rejoined Russia after a referendum in March 2014. In the referendum, an overwhelming majority of residents voted in favour.",22/01/2022,Germany,SNA.DE,https://snanews.de/20211227/schoigu-krim-beitritt-4822539.html
Ukraine is conducting an aggressive policy,Kyiv intends to resolve the conflict in Donbas by force,"It is plausible, that is, that Moscow fears that the Kiev government will soon try to, and have the ability to, reconquer the territories currently in the hands of the separatists. ",22/01/2022,Italy,huffingtonpost.it,https://www.huffingtonpost.it/guest/luiss-school-of-government/2022/01/22/news/perche_la_crisi_in_ucraina_adesso_puo_scatenare_una_guerra_in_europa-7552226/
Ukraine is conducting an aggressive policy,Ukraine builds up military forces in Donbas,"A central reason for the escalation, however, is that the Kiev government has progressively enhanced its army and military arsenal with active American support, with the production of its own weapons and, ultimately, with the purchase of Turkish drones, which have already proved essential for Azerbaijan's lightning-fast victory over Armenia in September 2020 in Nagorno-Karabach.",22/01/2022,Italy,huffingtonpost.it,https://www.huffingtonpost.it/guest/luiss-school-of-government/2022/01/22/news/perche_la_crisi_in_ucraina_adesso_puo_scatenare_una_guerra_in_europa-7552226/
Russia needs to protect itself,NATO increase presense in Ukraine," The atmosphere on both sides of the Atlantic is still dominated by Western reports about an allegedly imminent invasion of the Russian army in Ukraine and speculation about punitive measures against Russia. As a result of this ongoing hysteria, more and more weapons are being sent to Ukraine by more and more NATO countries.",23/01/2022,Germany,RT.DE,https://de.rt.com/international/130373-usa-sollte-ukraine-verlassen-immer-mehr-top-analysten-us-fordern-umdenken/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,"As a result of this ongoing hysteria, more and more weapons are being sent to Ukraine by more and more NATO countries.",23/01/2022,Germany,RT.DE,https://de.rt.com/international/130373-usa-sollte-ukraine-verlassen-immer-mehr-top-analysten-us-fordern-umdenken/
Russia needs to protect itself,Russia just conducts military exercises near Ukrainian boarders ,"The West accuses Russia of massing around 100,000 troops ""on the border with Ukraine."" Obviously, this figure also includes units that are 300 to 400 kilometers away  from the Ukrainian border at the place of their regular stationing.",24/01/2022,Germany,RT.DE,https://de.rt.com/international/130417-puschilin-ukraine-hat-im-donbass-120000-soldaten-zusammengezogen/
Russia needs to protect itself,The West is provoking a war with Russia ,"Over the weekend, the fake Biden allegedly met with his national security team at Camp David, a fake news statement, saying: They are ""discussing (ing) the continuing Russian aggression against Ukraine"" - which in reality do not exist. The alleged ""state of Russian military operations"" along the border with Ukraine is hundreds of kilometers away on Russian territory and does not threaten anyone. … 
Hot and Cold Wars are long-standing US-dominated NATO actions against made-up enemies
In stark contrast, Russia's geopolitical agenda prioritizes cooperative relations with other nations over the war confrontation it avoids. The so-called ""information"" mentioned by Truss is pre-fabricated, without being able to deceive anyone. They are part of the pre-war propaganda of Washington and NATO. In league with the hegemonic US, this is part of Britain's war against Russia by other means. This situation risks turning into a cold-to-hot war with potentially disastrous consequences.",24/1/2022,Italy,Controinformazione,https://www.controinformazione.info/il-personale-statunitense-lascia-lucraina-prima-della-prevista-guerra-del-regime-di-biden/
The West controls Ukraine and uses it to its advantage,The West is fueling the war in Ukraine,Among the troops transferred to the east of the country are foreign instructors and mercenaries from private military companies of foreign origin.,24/01/2022,Germany,RT.DE,https://de.rt.com/international/130417-puschilin-ukraine-hat-im-donbass-120000-soldaten-zusammengezogen/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"statements about ""Russian aggression"" are used as an excuse to reposition more equipment of NATO military near the Russian borders.",24/01/2022,Italy,SNA.IT,https://it.sputniknews.com/20220124/usa-ordinano-ufficialmente-a-famiglie-diplomatici-e-personale-non-essenziale-di-lasciare-lucraina-14734433.html
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"The United States is looking for the right way to reach a diplomatic solution, but in the meantime it sends weapons to Kyiv and thinks about the displacement of its own military…",24/01/2022,Italy,ilfattoquotidiano.it,https://www.ilfattoquotidiano.it/2022/01/24/ucraina-la-nato-invia-navi-e-aerei-in-europa-dellest-media-biden-pronto-a-mandare-truppe-nei-baltici-via-il-personale-usa-e-uk/6466192/
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,"the Crimean Peninsula, which Russia rejoined after a referendum in 2014",24/01/2022,Germany,SNA.DE,https://snanews.de/20220124/botschafter-stellung-krim-aeusserungen-schoenbach-5118552.html
